Date_reported,Country_code,Country,Continent,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2022-06-26,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-07-03,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-07-10,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-07-17,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-07-24,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-07-31,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-08-07,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-08-14,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-08-21,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-08-28,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-09-04,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-09-11,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-09-18,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-09-25,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-10-02,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-10-09,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-10-16,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-10-23,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-10-30,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-11-06,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-11-13,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-11-20,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-11-27,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-12-04,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-12-11,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-12-18,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2022-12-25,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-01-01,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-01-08,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-01-15,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-01-22,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-01-29,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-02-05,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-02-12,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-02-19,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-02-26,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-03-05,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-03-12,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-03-19,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-03-26,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-04-02,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-04-09,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-04-16,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-04-23,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-04-30,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-05-07,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-05-14,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-05-21,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-05-28,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-06-04,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-06-11,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-06-18,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-06-25,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-07-02,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-07-09,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-07-16,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-07-23,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-07-30,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-08-06,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-08-13,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-08-20,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-08-27,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-09-03,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-09-10,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-09-17,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-09-24,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-10-01,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-10-08,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-10-15,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-10-22,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-10-29,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-11-05,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-11-12,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-11-19,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-11-26,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-12-03,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-12-10,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-12-17,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-12-24,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2023-12-31,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-01-07,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-01-14,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-01-21,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-01-28,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-02-04,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-02-11,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-02-18,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-02-25,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-03-03,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-03-10,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-03-17,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-03-24,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-03-31,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-04-07,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-04-14,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-04-21,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-04-28,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-05-05,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-05-12,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-05-19,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-05-26,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-06-02,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-06-09,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-06-16,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-06-23,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-06-30,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-07-07,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-07-14,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-07-21,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-07-28,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-08-04,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-08-11,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-08-18,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-08-25,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2024-09-01,XXJ,International conveyance (Diamond Princess),Uncategorized,OTHER,,712,,13
2020-01-05,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-01-12,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-01-19,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-01-26,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-02-02,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-02-09,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-02-16,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-02-23,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-03-01,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-03-08,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-03-15,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-03-22,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-03-29,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-04-05,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-04-12,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-04-19,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-04-26,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-05-03,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-05-10,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-05-17,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-05-24,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-05-31,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-06-07,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-06-14,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-06-21,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-06-28,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-07-05,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-07-12,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-07-19,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-07-26,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-08-02,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-08-09,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-08-16,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-08-23,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-08-30,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-09-06,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-09-13,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-09-20,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-09-27,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-10-04,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-10-11,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-10-18,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-10-25,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-11-01,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-11-08,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-11-15,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-11-22,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-11-29,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-12-06,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-12-13,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-12-20,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2020-12-27,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-01-03,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-01-10,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-01-17,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-01-24,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-01-31,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-02-07,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-02-14,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-02-21,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-02-28,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-03-07,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-03-14,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-03-21,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-03-28,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-04-04,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-04-11,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-04-18,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-04-25,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-05-02,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-05-09,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-05-16,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,0,,0
2021-05-23,XXI,International conveyance (Kiribati),Uncategorized,OTHER,2.0,2,,0
2021-05-30,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-06-06,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-06-13,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-06-20,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-06-27,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-07-04,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-07-11,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-07-18,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-07-25,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-08-01,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-08-08,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-08-15,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-08-22,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-08-29,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-09-05,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-09-12,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-09-19,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-09-26,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-10-03,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-10-10,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-10-17,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-10-24,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-10-31,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-11-07,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-11-14,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-11-21,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-11-28,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-12-05,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-12-12,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-12-19,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2021-12-26,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-01-02,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-01-09,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-01-16,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-01-23,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-01-30,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-02-06,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-02-13,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-02-20,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-02-27,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-03-06,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-03-13,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-03-20,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-03-27,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-04-03,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-04-10,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-04-17,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-04-24,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-05-01,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-05-08,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-05-15,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-05-22,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-05-29,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-06-05,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-06-12,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-06-19,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-06-26,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-07-03,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-07-10,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-07-17,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-07-24,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-07-31,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-08-07,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-08-14,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-08-21,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-08-28,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-09-04,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-09-11,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-09-18,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-09-25,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-10-02,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-10-09,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-10-16,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-10-23,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-10-30,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-11-06,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-11-13,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-11-20,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-11-27,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-12-04,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-12-11,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-12-18,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2022-12-25,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-01-01,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-01-08,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-01-15,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-01-22,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-01-29,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-02-05,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-02-12,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-02-19,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-02-26,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-03-05,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-03-12,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-03-19,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-03-26,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-04-02,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-04-09,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-04-16,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-04-23,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-04-30,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-05-07,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-05-14,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-05-21,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-05-28,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-06-04,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-06-11,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-06-18,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-06-25,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-07-02,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-07-09,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-07-16,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-07-23,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-07-30,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-08-06,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-08-13,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-08-20,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-08-27,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-09-03,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-09-10,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-09-17,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-09-24,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-10-01,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-10-08,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-10-15,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-10-22,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-10-29,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-11-05,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-11-12,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-11-19,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-11-26,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-12-03,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-12-10,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-12-17,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-12-24,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2023-12-31,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2024-01-07,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2024-01-14,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2024-01-21,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2024-01-28,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2024-02-04,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2024-02-11,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
2024-02-18,XXI,International conveyance (Kiribati),Uncategorized,OTHER,,2,,0
